"RACEID","YEAR","ROUND","NAME","F1DATE","TIME","URL","SCORE","DNF_COUNT","DNF_DUE_TO_ACCIDENT_COUNT","WEATHER","WEATHER_WET","CIRCUITREF","YEAR_C","RACE_COUNT","NAME_YEAR","OVERTAKEN_POSITIONS_TOTAL"
958,2016,11,"Hungarian Grand Prix",24-JUL-16,"12:00:00","https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix",5.05,1,0,"Sunny","N","hungaroring","2016",1,"2016 Hungarian Grand Prix",166
963,2016,16,"Malaysian Grand Prix",02-OCT-16,"7:00:00","https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix",8.01,6,1,"Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2]","N","sepang","2016",1,"2016 Malaysian Grand Prix",137
962,2016,15,"Singapore Grand Prix",18-SEP-16,"12:00:00","https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix",7.11,4,1,"Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2]","N","marina_bay","2016",1,"2016 Singapore Grand Prix",221
979,2017,11,"Hungarian Grand Prix",30-JUL-17,"12:00:00","https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix",5.94,4,1,"Sunny","N","hungaroring","2017",1,"2017 Hungarian Grand Prix",63
1000,2018,12,"Hungarian Grand Prix",29-JUL-18,"13:10:00","https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix",6.06,3,0,"not found","N","hungaroring","2018",1,"2018 Hungarian Grand Prix",67
1029,2019,20,"Brazilian Grand Prix",17-NOV-19,"17:10:00","https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix",8.8,4,2,"Sunny","N","interlagos","2019",1,"2019 Brazilian Grand Prix",205
1024,2019,15,"Singapore Grand Prix",22-SEP-19,"12:10:00","https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix",6.2,3,2,"Slightly hazy","N","marina_bay","2019",1,"2019 Singapore Grand Prix",177
1033,2020,3,"Hungarian Grand Prix",19-JUL-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix",6.1,1,0,"Wet at start, partly cloudy","Y","hungaroring","2020",1,"2020 Hungarian Grand Prix",222
969,2017,1,"Australian Grand Prix",26-MAR-17,"5:00:00","https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix",6.41,7,0,"Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3]","N","albert_park","2017",1,"2017 Australian Grand Prix",35
989,2018,1,"Australian Grand Prix",25-MAR-18,"5:10:00","https://en.wikipedia.org/wiki/2018_Australian_Grand_Prix",6.1,5,0,"Sunny","N","albert_park","2018",1,"2018 Australian Grand Prix",49
992,2018,4,"Azerbaijan Grand Prix",29-APR-18,"12:10:00","https://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix",8.54,7,6,"Cloudy","N","BAK","2018",1,"2018 Azerbaijan Grand Prix",92
1013,2019,4,"Azerbaijan Grand Prix",28-APR-19,"12:10:00","https://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix",5.4,4,2,"not found","N","BAK","2019",1,"2019 Azerbaijan Grand Prix",152
1042,2020,12,"Portuguese Grand Prix",25-OCT-20,"12:10:00","https://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix",7.1,1,0,"Cloudy","N","portimao","2020",1,"2020 Portuguese Grand Prix",184
898,2013,18,"United States Grand Prix",17-NOV-13,"19:00:00","http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix",5.396,1,1,"Partly cloudy, warmTemperatures reaching up to 89.1 °F (31.7 °C); wind speeds approaching speeds of 11.1 miles per hour (17.9 km/h)[2]","N","americas","2013",1,"2013 United States Grand Prix",100
916,2014,17,"United States Grand Prix",02-NOV-14,"20:00:00","http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix",7.33,3,1,"Sunny,","N","americas","2014",1,"2014 United States Grand Prix",177
609,1973,5,"Belgian Grand Prix",20-MAY-73,"\N","http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix",,14,8,"Warm, dry","N","zolder","1973",1,"1973 Belgian Grand Prix",0
613,1973,9,"British Grand Prix",14-JUL-73,"\N","http://en.wikipedia.org/wiki/1973_British_Grand_Prix",,16,10,"Dry","N","silverstone","1973",1,"1973 British Grand Prix",0
617,1973,13,"Italian Grand Prix",09-SEP-73,"\N","http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix",,10,2,"not found","N","monza","1973",1,"1973 Italian Grand Prix",0
608,1973,4,"Spanish Grand Prix",29-APR-73,"\N","http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix",,10,0,"Sunny, Hot, Dry","N","montjuic","1973",1,"1973 Spanish Grand Prix",0
611,1973,7,"Swedish Grand Prix",17-JUN-73,"\N","http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix",,8,1,"not found","N","anderstorp","1973",1,"1973 Swedish Grand Prix",0
594,1974,5,"Belgian Grand Prix",12-MAY-74,"\N","http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix",,15,3,"not found","N","nivelles","1974",1,"1974 Belgian Grand Prix",0
599,1974,10,"British Grand Prix",20-JUL-74,"\N","http://en.wikipedia.org/wiki/1974_British_Grand_Prix",,20,2,"not found","N","brands_hatch","1974",1,"1974 British Grand Prix",0
602,1974,13,"Italian Grand Prix",08-SEP-74,"\N","http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix",,20,1,"not found","N","monza","1974",1,"1974 Italian Grand Prix",0
593,1974,4,"Spanish Grand Prix",28-APR-74,"\N","http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix",,14,3,"not found","N","jarama","1974",1,"1974 Spanish Grand Prix",0
596,1974,7,"Swedish Grand Prix",09-JUN-74,"\N","http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix",,17,0,"not found","N","anderstorp","1974",1,"1974 Swedish Grand Prix",0
581,1975,6,"Belgian Grand Prix",25-MAY-75,"\N","http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix",,12,3,"Dry and sunny","N","zolder","1975",1,"1975 Belgian Grand Prix",0
585,1975,10,"British Grand Prix",19-JUL-75,"\N","http://en.wikipedia.org/wiki/1975_British_Grand_Prix",,22,16,"Sunny, then overcast, then heavy rain","Y","silverstone","1975",1,"1975 British Grand Prix",0
588,1975,13,"Italian Grand Prix",07-SEP-75,"\N","http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix",,14,6,"not found","N","monza","1975",1,"1975 Italian Grand Prix",0
579,1975,4,"Spanish Grand Prix",27-APR-75,"\N","http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix",,18,8,"Sunny","N","montjuic","1975",1,"1975 Spanish Grand Prix",0
582,1975,7,"Swedish Grand Prix",08-JUN-75,"\N","http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix",,10,2,"Dry","N","anderstorp","1975",1,"1975 Swedish Grand Prix",0
564,1976,5,"Belgian Grand Prix",16-MAY-76,"\N","http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix",,17,3,"not found","N","zolder","1976",1,"1976 Belgian Grand Prix",0
568,1976,9,"British Grand Prix",18-JUL-76,"\N","http://en.wikipedia.org/wiki/1976_British_Grand_Prix",,21,3,"Dry","N","brands_hatch","1976",1,"1976 British Grand Prix",0
572,1976,13,"Italian Grand Prix",12-SEP-76,"\N","http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix",,11,3,"not found","N","monza","1976",1,"1976 Italian Grand Prix",0
563,1976,4,"Spanish Grand Prix",02-MAY-76,"\N","http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix",,17,1,"not found","N","jarama","1976",1,"1976 Spanish Grand Prix",0
566,1976,7,"Swedish Grand Prix",13-JUN-76,"\N","http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix",,13,5,"Dry","N","anderstorp","1976",1,"1976 Swedish Grand Prix",0
549,1977,7,"Belgian Grand Prix",05-JUN-77,"\N","http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix",,17,7,"not found","N","zolder","1977",1,"1977 Belgian Grand Prix",0
552,1977,10,"British Grand Prix",16-JUL-77,"\N","http://en.wikipedia.org/wiki/1977_British_Grand_Prix",,22,2,"Sunny","N","silverstone","1977",1,"1977 British Grand Prix",0
556,1977,14,"Italian Grand Prix",11-SEP-77,"\N","http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix",,25,5,"Dry","N","monza","1977",1,"1977 Italian Grand Prix",0
547,1977,5,"Spanish Grand Prix",08-MAY-77,"\N","http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix",,17,5,"not found","N","jarama","1977",1,"1977 Spanish Grand Prix",0
550,1977,8,"Swedish Grand Prix",19-JUN-77,"\N","http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix",,13,1,"Dry","N","anderstorp","1977",1,"1977 Swedish Grand Prix",0
532,1978,6,"Belgian Grand Prix",21-MAY-78,"\N","http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix",,19,8,"Dry","N","zolder","1978",1,"1978 Belgian Grand Prix",0
536,1978,10,"British Grand Prix",16-JUL-78,"\N","http://en.wikipedia.org/wiki/1978_British_Grand_Prix",,19,1,"Dry","N","brands_hatch","1978",1,"1978 British Grand Prix",0
540,1978,14,"Italian Grand Prix",10-SEP-78,"\N","http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix",,17,5,"Sunny","N","monza","1978",1,"1978 Italian Grand Prix",0
533,1978,7,"Spanish Grand Prix",04-JUN-78,"\N","http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix",,15,2,"Dry","N","jarama","1978",1,"1978 Spanish Grand Prix",0
534,1978,8,"Swedish Grand Prix",17-JUN-78,"\N","http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix",,11,3,"Sunny and warm","N","anderstorp","1978",1,"1978 Swedish Grand Prix",0
517,1979,6,"Belgian Grand Prix",13-MAY-79,"\N","http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix",,17,6,"Dry","N","zolder","1979",1,"1979 Belgian Grand Prix",0
520,1979,9,"British Grand Prix",14-JUL-79,"\N","http://en.wikipedia.org/wiki/1979_British_Grand_Prix",,14,1,"Dry","N","silverstone","1979",1,"1979 British Grand Prix",0
524,1979,13,"Italian Grand Prix",09-SEP-79,"\N","http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix",,15,3,"Dry and sunny","N","monza","1979",1,"1979 Italian Grand Prix",0
516,1979,5,"Spanish Grand Prix",29-APR-79,"\N","http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix",,13,0,"not found","N","jarama","1979",1,"1979 Spanish Grand Prix",0
502,1980,5,"Belgian Grand Prix",04-MAY-80,"\N","http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix",,17,4,"Dry","N","zolder","1980",1,"1980 Belgian Grand Prix",0
505,1980,8,"British Grand Prix",13-JUL-80,"\N","http://en.wikipedia.org/wiki/1980_British_Grand_Prix",,15,1,"not found","N","brands_hatch","1980",1,"1980 British Grand Prix",0
509,1980,12,"Italian Grand Prix",14-SEP-80,"\N","http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix",,16,3,"Sunny, Mild, Dry","N","imola","1980",1,"1980 Italian Grand Prix",0
487,1981,5,"Belgian Grand Prix",17-MAY-81,"\N","http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix",,18,5,"Wet/Dry","Y","zolder","1981",1,"1981 Belgian Grand Prix",0
491,1981,9,"British Grand Prix",18-JUL-81,"\N","http://en.wikipedia.org/wiki/1981_British_Grand_Prix",,22,4,"Dry","N","silverstone","1981",1,"1981 British Grand Prix",0
495,1981,13,"Italian Grand Prix",13-SEP-81,"\N","http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix",,22,6,"Dry and sunny","N","monza","1981",1,"1981 Italian Grand Prix",0
489,1981,7,"Spanish Grand Prix",21-JUN-81,"\N","http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix",,14,3,"Sunny, hot","N","jarama","1981",1,"1981 Spanish Grand Prix",0
471,1982,5,"Belgian Grand Prix",09-MAY-82,"\N","http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix",,23,6,"Cold with air temperatures reaching up to 13 °C (55 °F)[1]","N","zolder","1982",1,"1982 Belgian Grand Prix",0
476,1982,10,"British Grand Prix",18-JUL-82,"\N","http://en.wikipedia.org/wiki/1982_British_Grand_Prix",,20,7,"not found","N","brands_hatch","1982",1,"1982 British Grand Prix",0
473,1982,7,"Detroit Grand Prix",06-JUN-82,"\N","http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix",,18,9,"Sunny and warm with temperatures reaching up to 72 °F (22 °C); wind speeds up to 16.1 miles per hour (25.9 km/h)[1]","N","detroit","1982",1,"1982 Detroit Grand Prix",0
481,1982,15,"Italian Grand Prix",12-SEP-82,"\N","http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix",,18,3,"Dry","N","monza","1982",1,"1982 Italian Grand Prix",0
457,1983,6,"Belgian Grand Prix",22-MAY-83,"\N","http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix",,14,2,"not found","N","spa","1983",1,"1983 Belgian Grand Prix",0
460,1983,9,"British Grand Prix",16-JUL-83,"\N","http://en.wikipedia.org/wiki/1983_British_Grand_Prix",,12,0,"not found","N","silverstone","1983",1,"1983 British Grand Prix",0
458,1983,7,"Detroit Grand Prix",05-JUN-83,"\N","http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix",,15,1,"Sunny and warm with temperatures reaching up to 76.8 °F (24.9 °C); wind speeds up to 11.3 miles per hour (18.2 km/h)[1]","N","detroit","1983",1,"1983 Detroit Grand Prix",0
464,1983,13,"Italian Grand Prix",11-SEP-83,"\N","http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix",,16,1,"Dry","N","monza","1983",1,"1983 Italian Grand Prix",0
438,1984,3,"Belgian Grand Prix",29-APR-84,"\N","http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix",,19,2,"not found","N","zolder","1984",1,"1984 Belgian Grand Prix",0
443,1984,8,"Detroit Grand Prix",24-JUN-84,"\N","http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix",,22,7,"Sunny and warm with temperatures reaching up to 77.9 °F (25.5 °C); wind speeds up to 11.3 miles per hour (18.2 km/h)[1]","N","detroit","1984",1,"1984 Detroit Grand Prix",0
449,1984,14,"Italian Grand Prix",09-SEP-84,"\N","http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix",,19,2,"Dry","N","monza","1984",1,"1984 Italian Grand Prix",0
432,1985,13,"Belgian Grand Prix",15-SEP-85,"\N","http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix",,12,4,"Wet/Dry, drying up in later stages","Y","spa","1985",1,"1985 Belgian Grand Prix",0
427,1985,8,"British Grand Prix",21-JUL-85,"\N","http://en.wikipedia.org/wiki/1985_British_Grand_Prix",,16,5,"Cool, overcast","N","silverstone","1985",1,"1985 British Grand Prix",0
431,1985,12,"Italian Grand Prix",08-SEP-85,"\N","http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix",,15,0,"Dry","N","monza","1985",1,"1985 Italian Grand Prix",0
408,1986,5,"Belgian Grand Prix",25-MAY-86,"\N","http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix",,13,2,"Dry","N","spa","1986",1,"1986 Belgian Grand Prix",0
412,1986,9,"British Grand Prix",13-JUL-86,"\N","http://en.wikipedia.org/wiki/1986_British_Grand_Prix",,17,4,"Sunny","N","brands_hatch","1986",1,"1986 British Grand Prix",0
410,1986,7,"Detroit Grand Prix",22-JUN-86,"\N","http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix",,16,3,"Cloudy and hot with temperatures reaching up to 91 °F (33 °C); wind speeds up to 23 miles per hour (37 km/h)[1]","N","detroit","1986",1,"1986 Detroit Grand Prix",0
418,1986,15,"Mexican Grand Prix",12-OCT-86,"\N","http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix",,13,2,"Sunny and hot","N","rodriguez","1986",1,"1986 Mexican Grand Prix",0
394,1987,7,"British Grand Prix",12-JUL-87,"\N","http://en.wikipedia.org/wiki/1987_British_Grand_Prix",,17,2,"Sunny and warm","N","silverstone","1987",1,"1987 British Grand Prix",0
398,1987,11,"Italian Grand Prix",06-SEP-87,"\N","http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix",,12,1,"Dry","N","monza","1987",1,"1987 Italian Grand Prix",0
401,1987,14,"Mexican Grand Prix",18-OCT-87,"\N","http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix",,17,7,"Sunny and hot","N","rodriguez","1987",1,"1987 Mexican Grand Prix",0
400,1987,13,"Spanish Grand Prix",27-SEP-87,"\N","http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix",,14,3,"Sunny and hot","N","jerez","1987",1,"1987 Spanish Grand Prix",0
382,1988,11,"Belgian Grand Prix",28-AUG-88,"\N","http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix",,21,3,"Warm, dry and overcast","N","spa","1988",1,"1988 Belgian Grand Prix",0
377,1988,6,"Detroit Grand Prix",19-JUN-88,"\N","http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix",,23,6,"Warm and sunny with temperatures up to 91.9 °F (33.3 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1]","N","detroit","1988",1,"1988 Detroit Grand Prix",0
383,1988,12,"Italian Grand Prix",11-SEP-88,"\N","http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix",,19,1,"Sunny and hot","N","monza","1988",1,"1988 Italian Grand Prix",0
385,1988,14,"Spanish Grand Prix",02-OCT-88,"\N","http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix",,17,1,"Sunny and hot","N","jerez","1988",1,"1988 Spanish Grand Prix",0
366,1989,11,"Belgian Grand Prix",27-AUG-89,"\N","http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix",,24,7,"Wet, cloudy, cool","Y","spa","1989",1,"1989 Belgian Grand Prix",0
367,1989,12,"Italian Grand Prix",10-SEP-89,"\N","http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix",,30,2,"Hot, dry, sunny","N","monza","1989",1,"1989 Italian Grand Prix",0
359,1989,4,"Mexican Grand Prix",28-MAY-89,"\N","http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix",,24,1,"Hot, dry, partly sunny 25°C/79°F, 40% Humidity, wind NW-10mph","N","rodriguez","1989",1,"1989 Mexican Grand Prix",0
326,1990,6,"Mexican Grand Prix",24-JUN-90,"\N","http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix",,16,2,"Overcast21 °C (70 °F)[1]","N","rodriguez","1990",1,"1990 Mexican Grand Prix",0
334,1990,14,"Spanish Grand Prix",30-SEP-90,"\N","http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix",,23,7,"Dry, hot, sunny","N","jerez","1990",1,"1990 Spanish Grand Prix",0
315,1991,11,"Belgian Grand Prix",25-AUG-91,"\N","http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix",,23,1,"not found","N","spa","1991",1,"1991 Belgian Grand Prix",0
312,1991,8,"British Grand Prix",14-JUL-91,"\N","http://en.wikipedia.org/wiki/1991_British_Grand_Prix",,22,5,"Hot, dry, sunny","N","silverstone","1991",1,"1991 British Grand Prix",0
635,1971,4,"Dutch Grand Prix",20-JUN-71,"\N","http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix",,11,3,"Wet","Y","zandvoort","1971",1,"1971 Dutch Grand Prix",0
614,1973,10,"Dutch Grand Prix",29-JUL-73,"\N","http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix",,14,3,"Dry","N","zandvoort","1973",1,"1973 Dutch Grand Prix",0
597,1974,8,"Dutch Grand Prix",23-JUN-74,"\N","http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix",,15,3,"not found","N","zandvoort","1974",1,"1974 Dutch Grand Prix",0
583,1975,8,"Dutch Grand Prix",22-JUN-75,"\N","http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix",,11,1,"Wet, drying later","Y","zandvoort","1975",1,"1975 Dutch Grand Prix",0
571,1976,12,"Dutch Grand Prix",29-AUG-76,"\N","http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix",,15,4,"Warm, dry","N","zandvoort","1976",1,"1976 Dutch Grand Prix",0
555,1977,13,"Dutch Grand Prix",28-AUG-77,"\N","http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix",,24,5,"Dry","N","zandvoort","1977",1,"1977 Dutch Grand Prix",0
539,1978,13,"Dutch Grand Prix",27-AUG-78,"\N","http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix",,21,4,"Dry","N","zandvoort","1978",1,"1978 Dutch Grand Prix",0
523,1979,12,"Dutch Grand Prix",26-AUG-79,"\N","http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix",,19,2,"Dry","N","zandvoort","1979",1,"1979 Dutch Grand Prix",0
508,1980,11,"Dutch Grand Prix",31-AUG-80,"\N","http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix",,19,5,"Sunny, Mild, Dry","N","zandvoort","1980",1,"1980 Dutch Grand Prix",0
494,1981,12,"Dutch Grand Prix",30-AUG-81,"\N","http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix",,21,6,"Sunny, Dry","N","zandvoort","1981",1,"1981 Dutch Grand Prix",0
475,1982,9,"Dutch Grand Prix",03-JUL-82,"\N","http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix",,16,1,"Cloudy","N","zandvoort","1982",1,"1982 Dutch Grand Prix",0
480,1982,14,"Swiss Grand Prix",29-AUG-82,"\N","http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix",,14,2,"Dry","N","dijon","1982",1,"1982 Swiss Grand Prix",0
463,1983,12,"Dutch Grand Prix",28-AUG-83,"\N","http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix",,18,4,"Cloudy","N","zandvoort","1983",1,"1983 Dutch Grand Prix",0
448,1984,13,"Dutch Grand Prix",26-AUG-84,"\N","http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix",,17,3,"Sunny","N","zandvoort","1984",1,"1984 Dutch Grand Prix",0
430,1985,11,"Dutch Grand Prix",25-AUG-85,"\N","http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix",,17,1,"Sunny","N","zandvoort","1985",1,"1985 Dutch Grand Prix",0
838,1950,6,"French Grand Prix",02-JUL-50,"\N","http://en.wikipedia.org/wiki/1950_French_Grand_Prix",,11,0,"Hot and sunny","N","reims","1950",1,"1950 French Grand Prix",0
834,1950,2,"Monaco Grand Prix",21-MAY-50,"\N","http://en.wikipedia.org/wiki/1950_Monaco_Grand_Prix",,14,11,"not found","N","monaco","1950",1,"1950 Monaco Grand Prix",0
820,1952,4,"French Grand Prix",06-JUL-52,"\N","http://en.wikipedia.org/wiki/1952_French_Grand_Prix",,9,0,"Rain","Y","essarts","1952",1,"1952 French Grand Prix",0
812,1953,5,"French Grand Prix",05-JUL-53,"\N","http://en.wikipedia.org/wiki/1953_French_Grand_Prix",,10,0,"Hot, dry","N","reims","1953",1,"1953 French Grand Prix",0
814,1953,7,"German Grand Prix",02-AUG-53,"\N","http://en.wikipedia.org/wiki/1953_German_Grand_Prix",,19,0,"Sunny, mild, dry","N","nurburgring","1953",1,"1953 German Grand Prix",0
804,1954,6,"German Grand Prix",01-AUG-54,"\N","http://en.wikipedia.org/wiki/1954_German_Grand_Prix",,13,2,"Sunny, dry","N","nurburgring","1954",1,"1954 German Grand Prix",0
793,1955,2,"Monaco Grand Prix",22-MAY-55,"\N","http://en.wikipedia.org/wiki/1955_Monaco_Grand_Prix",,15,3,"not found","N","monaco","1955",1,"1955 Monaco Grand Prix",0
790,1956,7,"German Grand Prix",05-AUG-56,"\N","http://en.wikipedia.org/wiki/1956_German_Grand_Prix",,16,2,"not found","N","nurburgring","1956",1,"1956 German Grand Prix",0
785,1956,2,"Monaco Grand Prix",13-MAY-56,"\N","http://en.wikipedia.org/wiki/1956_Monaco_Grand_Prix",,10,3,"Warm, dry, sunny","N","monaco","1956",1,"1956 Monaco Grand Prix",0
781,1957,6,"German Grand Prix",04-AUG-57,"\N","http://en.wikipedia.org/wiki/1957_German_Grand_Prix",,9,0,"not found","N","nurburgring","1957",1,"1957 German Grand Prix",0
770,1958,6,"French Grand Prix",06-JUL-58,"\N","http://en.wikipedia.org/wiki/1958_French_Grand_Prix",,11,2,"not found","N","reims","1958",1,"1958 French Grand Prix",0
759,1959,4,"French Grand Prix",05-JUL-59,"\N","http://en.wikipedia.org/wiki/1959_French_Grand_Prix",,11,0,"Hot, dry","N","reims","1959",1,"1959 French Grand Prix",0
756,1959,1,"Monaco Grand Prix",10-MAY-59,"\N","http://en.wikipedia.org/wiki/1959_Monaco_Grand_Prix",,18,5,"Hot, clear","N","monaco","1959",1,"1959 Monaco Grand Prix",0
751,1960,6,"French Grand Prix",03-JUL-60,"\N","http://en.wikipedia.org/wiki/1960_French_Grand_Prix",,14,2,"Dry","N","reims","1960",1,"1960 French Grand Prix",0
741,1961,4,"French Grand Prix",02-JUL-61,"\N","http://en.wikipedia.org/wiki/1961_French_Grand_Prix",,17,1,"Sunny","N","reims","1961",1,"1961 French Grand Prix",0
732,1962,4,"French Grand Prix",08-JUL-62,"\N","http://en.wikipedia.org/wiki/1962_French_Grand_Prix",,13,1,"Sunny","N","essarts","1962",1,"1962 French Grand Prix",0
730,1962,2,"Monaco Grand Prix",03-JUN-62,"\N","http://en.wikipedia.org/wiki/1962_Monaco_Grand_Prix",,19,4,"Cloudy","N","monaco","1962",1,"1962 Monaco Grand Prix",0
722,1963,4,"French Grand Prix",30-JUN-63,"\N","http://en.wikipedia.org/wiki/1963_French_Grand_Prix",,13,0,"Sunny, then rain","Y","reims","1963",1,"1963 French Grand Prix",0
719,1963,1,"Monaco Grand Prix",26-MAY-63,"\N","http://en.wikipedia.org/wiki/1963_Monaco_Grand_Prix",,18,1,"not found","N","monaco","1963",1,"1963 Monaco Grand Prix",0
712,1964,4,"French Grand Prix",28-JUN-64,"\N","http://en.wikipedia.org/wiki/1964_French_Grand_Prix",,5,2,"Dry","N","essarts","1964",1,"1964 French Grand Prix",0
709,1964,1,"Monaco Grand Prix",10-MAY-64,"\N","http://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix",,17,0,"not found","N","monaco","1964",1,"1964 Monaco Grand Prix",0
702,1965,4,"French Grand Prix",27-JUN-65,"\N","http://en.wikipedia.org/wiki/1965_French_Grand_Prix",,10,2,"Sunny","N","charade","1965",1,"1965 French Grand Prix",0
700,1965,2,"Monaco Grand Prix",30-MAY-65,"\N","http://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix",,9,1,"not found","N","monaco","1965",1,"1965 Monaco Grand Prix",0
692,1966,3,"French Grand Prix",03-JUL-66,"\N","http://en.wikipedia.org/wiki/1966_French_Grand_Prix",,9,0,"Hot, dry","N","reims","1966",1,"1966 French Grand Prix",0
695,1966,6,"German Grand Prix",07-AUG-66,"\N","http://en.wikipedia.org/wiki/1966_German_Grand_Prix",,12,4,"Overcast and wet","Y","nurburgring","1966",1,"1966 German Grand Prix",0
690,1966,1,"Monaco Grand Prix",22-MAY-66,"\N","http://en.wikipedia.org/wiki/1966_Monaco_Grand_Prix",,12,0,"Overcast, Mild, Dry","N","monaco","1966",1,"1966 Monaco Grand Prix",0
