"RACEID","DRIVERID","STOP","LAP","TIME","DURATION","MILLISECONDS","DATETIME_PITSTOP","DRIVERREF"
888,8,2,24,"14:43:25","20.528",20528,07-JUL-13,"raikkonen"
888,4,2,24,"14:43:36","19.539",19539,07-JUL-13,"alonso"
888,16,2,24,"14:44:00","20.204",20204,07-JUL-13,"sutil"
888,814,2,24,"14:44:07","21.483",21483,07-JUL-13,"resta"
888,3,2,24,"14:44:07","22.207",22207,07-JUL-13,"rosberg"
888,17,2,23,"14:44:15","19.991",19991,07-JUL-13,"webber"
888,819,2,24,"14:44:58","21.388",21388,07-JUL-13,"pic"
888,819,3,34,"15:03:58","22.986",22986,07-JUL-13,"pic"
888,807,2,37,"15:08:26","20.364",20364,07-JUL-13,"hulkenberg"
888,820,4,37,"15:08:55","21.433",21433,07-JUL-13,"chilton"
888,17,3,38,"15:10:15","19.921",19921,07-JUL-13,"webber"
888,823,3,38,"15:10:34","20.545",20545,07-JUL-13,"garde"
888,817,3,40,"15:13:28","20.196",20196,07-JUL-13,"ricciardo"
888,20,3,41,"15:14:38","19.118",19118,07-JUL-13,"vettel"
888,821,3,41,"15:15:07","21.160",21160,07-JUL-13,"gutierrez"
888,16,3,43,"15:18:18","21.799",21799,07-JUL-13,"sutil"
888,1,3,45,"15:21:19","19.316",19316,07-JUL-13,"hamilton"
888,3,3,48,"15:26:26","19.684",19684,07-JUL-13,"rosberg"
888,8,3,49,"15:27:24","19.390",19390,07-JUL-13,"raikkonen"
888,4,3,49,"15:27:29","19.476",19476,07-JUL-13,"alonso"
888,807,3,49,"15:28:02","20.557",20557,07-JUL-13,"hulkenberg"
888,822,2,54,"15:36:20","45.695",45695,07-JUL-13,"bottas"
890,818,1,8,"14:15:51","22.745",22745,28-JUL-13,"vergne"
890,823,1,8,"14:15:55","23.200",23200,28-JUL-13,"garde"
890,1,1,9,"14:16:48","21.840",21840,28-JUL-13,"hamilton"
890,813,1,9,"14:17:14","22.103",22103,28-JUL-13,"maldonado"
890,817,1,10,"14:18:44","24.033",24033,28-JUL-13,"ricciardo"
890,3,1,10,"14:18:45","22.015",22015,28-JUL-13,"rosberg"
890,822,1,10,"14:18:55","22.023",22023,28-JUL-13,"bottas"
890,20,1,11,"14:19:47","21.343",21343,28-JUL-13,"vettel"
890,807,1,11,"14:20:17","22.303",22303,28-JUL-13,"hulkenberg"
890,4,1,12,"14:21:21","21.599",21599,28-JUL-13,"alonso"
890,154,1,13,"14:22:46","22.054",22054,28-JUL-13,"grosjean"
890,8,1,13,"14:22:56","22.161",22161,28-JUL-13,"raikkonen"
890,819,1,13,"14:23:32","22.465",22465,28-JUL-13,"pic"
890,820,1,21,"14:36:25","22.323",22323,28-JUL-13,"chilton"
890,17,1,23,"14:37:39","21.762",21762,28-JUL-13,"webber"
890,815,1,23,"14:38:10","22.323",22323,28-JUL-13,"perez"
890,821,1,23,"14:38:18","22.425",22425,28-JUL-13,"gutierrez"
890,154,2,25,"14:40:51","22.267",22267,28-JUL-13,"grosjean"
890,814,2,26,"14:43:05","22.723",22723,28-JUL-13,"resta"
890,823,2,27,"14:44:59","22.831",22831,28-JUL-13,"garde"
890,813,2,28,"14:45:48","21.880",21880,28-JUL-13,"maldonado"
890,3,2,29,"14:47:10","22.628",22628,28-JUL-13,"rosberg"
890,1,2,31,"14:49:23","21.454",21454,28-JUL-13,"hamilton"
890,13,2,31,"14:50:01","21.753",21753,28-JUL-13,"massa"
890,822,2,33,"14:53:46","22.612",22612,28-JUL-13,"bottas"
890,20,2,34,"14:53:58","21.863",21863,28-JUL-13,"vettel"
890,4,2,34,"14:54:07","22.249",22249,28-JUL-13,"alonso"
890,820,2,34,"14:56:34","22.301",22301,28-JUL-13,"chilton"
890,154,3,37,"14:58:34","16.453",16453,28-JUL-13,"grosjean"
890,18,2,37,"14:58:44","22.496",22496,28-JUL-13,"button"
890,817,2,38,"15:01:00","21.996",21996,28-JUL-13,"ricciardo"
890,819,2,38,"15:01:50","22.450",22450,28-JUL-13,"pic"
890,8,2,42,"15:05:48","21.643",21643,28-JUL-13,"raikkonen"
890,823,3,44,"15:10:43","22.384",22384,28-JUL-13,"garde"
890,154,4,47,"15:13:17","22.451",22451,28-JUL-13,"grosjean"
890,824,3,46,"15:14:34","23.030",23030,28-JUL-13,"jules_bianchi"
890,3,3,48,"15:15:07","21.854",21854,28-JUL-13,"rosberg"
890,814,3,48,"15:15:49","23.027",23027,28-JUL-13,"resta"
890,1,3,50,"15:17:08","22.136",22136,28-JUL-13,"hamilton"
890,813,3,51,"15:19:53","24.796",24796,28-JUL-13,"maldonado"
890,20,3,55,"15:24:30","21.666",21666,28-JUL-13,"vettel"
891,807,1,9,"14:21:40","24.219",24219,25-AUG-13,"hulkenberg"
891,13,1,9,"14:21:42","22.872",22872,25-AUG-13,"massa"
891,814,1,10,"14:23:35","23.475",23475,25-AUG-13,"resta"
891,818,1,10,"14:23:44","24.070",24070,25-AUG-13,"vergne"
891,813,1,11,"14:25:40","27.059",27059,25-AUG-13,"maldonado"
891,3,1,12,"14:27:19","22.893",22893,25-AUG-13,"rosberg"
891,17,1,13,"14:29:16","23.004",23004,25-AUG-13,"webber"
891,815,1,13,"14:29:25","17.378",17378,25-AUG-13,"perez"
891,20,1,14,"14:30:58","22.685",22685,25-AUG-13,"vettel"
891,824,1,14,"14:32:07","24.083",24083,25-AUG-13,"jules_bianchi"
891,823,1,15,"14:33:51","24.968",24968,25-AUG-13,"garde"
891,820,1,15,"14:34:15","24.013",24013,25-AUG-13,"chilton"
891,18,1,17,"14:37:03","22.465",22465,25-AUG-13,"button"
891,821,1,19,"14:41:20","22.761",22761,25-AUG-13,"gutierrez"
891,154,1,22,"14:46:53","23.445",23445,25-AUG-13,"grosjean"
891,818,2,24,"14:51:01","24.539",24539,25-AUG-13,"vergne"
891,3,2,25,"14:52:20","23.723",23723,25-AUG-13,"rosberg"
891,814,2,25,"14:52:51","23.540",23540,25-AUG-13,"resta"
891,16,2,26,"14:54:42","23.655",23655,25-AUG-13,"sutil"
891,813,2,27,"14:57:12","35.228",35228,25-AUG-13,"maldonado"
891,4,2,28,"14:57:52","22.444",22444,25-AUG-13,"alonso"
891,822,2,28,"14:59:02","23.540",23540,25-AUG-13,"bottas"
891,17,2,29,"15:00:00","23.477",23477,25-AUG-13,"webber"
891,823,2,29,"15:01:18","23.998",23998,25-AUG-13,"garde"
891,820,2,29,"15:02:06","23.916",23916,25-AUG-13,"chilton"
891,817,2,33,"15:08:12","22.871",22871,25-AUG-13,"ricciardo"
891,820,3,32,"15:08:14","17.427",17427,25-AUG-13,"chilton"
891,821,3,41,"15:23:35","17.433",17433,25-AUG-13,"gutierrez"
892,8,1,1,"14:05:19","30.975",30975,08-SEP-13,"raikkonen"
892,1,1,13,"14:23:23","24.460",24460,08-SEP-13,"hamilton"
892,823,1,18,"14:31:18","26.302",26302,08-SEP-13,"garde"
892,18,1,21,"14:35:17","24.450",24450,08-SEP-13,"button"
892,815,1,22,"14:36:45","25.933",25933,08-SEP-13,"perez"
892,824,1,22,"14:37:35","25.541",25541,08-SEP-13,"jules_bianchi"
892,20,1,23,"14:37:56","24.305",24305,08-SEP-13,"vettel"
892,17,1,23,"14:38:07","24.205",24205,08-SEP-13,"webber"
892,807,1,24,"14:39:37","25.633",25633,08-SEP-13,"hulkenberg"
892,16,1,24,"14:39:52","26.873",26873,08-SEP-13,"sutil"
892,813,1,24,"14:39:58","25.397",25397,08-SEP-13,"maldonado"
892,3,1,26,"14:42:35","24.079",24079,08-SEP-13,"rosberg"
892,4,1,27,"14:43:56","24.208",24208,08-SEP-13,"alonso"
892,821,1,27,"14:44:20","24.668",24668,08-SEP-13,"gutierrez"
892,8,2,30,"14:48:51","24.764",24764,08-SEP-13,"raikkonen"
892,819,2,38,"15:01:38","26.363",26363,08-SEP-13,"pic"
892,823,2,39,"15:03:12","33.200",33200,08-SEP-13,"garde"
893,4,2,25,"20:52:09","29.176",29176,22-SEP-13,"alonso"
893,154,2,25,"20:52:13","30.293",30293,22-SEP-13,"grosjean"
893,13,2,25,"20:52:21","29.136",29136,22-SEP-13,"massa"
893,18,2,25,"20:52:22","30.085",30085,22-SEP-13,"button"
893,815,2,25,"20:52:31","29.396",29396,22-SEP-13,"perez"
893,807,2,25,"20:52:32","30.253",30253,22-SEP-13,"hulkenberg"
893,821,2,25,"20:52:42","31.706",31706,22-SEP-13,"gutierrez"
893,16,2,25,"20:52:54","30.166",30166,22-SEP-13,"sutil"
893,819,2,25,"20:53:55","32.008",32008,22-SEP-13,"pic"
893,823,2,26,"20:55:33","37.700",37700,22-SEP-13,"garde"
893,154,3,33,"21:11:23","1:13.009",73009,22-SEP-13,"grosjean"
893,818,3,39,"21:22:44","29.999",29999,22-SEP-13,"vergne"
893,17,2,40,"21:24:28","28.909",28909,22-SEP-13,"webber"
893,16,3,40,"21:24:36","31.230",31230,22-SEP-13,"sutil"
893,3,2,41,"21:26:16","29.616",29616,22-SEP-13,"rosberg"
893,813,3,41,"21:26:35","30.175",30175,22-SEP-13,"maldonado"
893,820,3,41,"21:27:04","29.687",29687,22-SEP-13,"chilton"
893,814,2,42,"21:28:14","29.777",29777,22-SEP-13,"resta"
893,13,3,42,"21:28:15","29.573",29573,22-SEP-13,"massa"
893,823,3,42,"21:28:50","30.141",30141,22-SEP-13,"garde"
893,1,2,43,"21:30:03","30.085",30085,22-SEP-13,"hamilton"
893,20,2,44,"21:31:26","28.934",28934,22-SEP-13,"vettel"
893,819,3,54,"21:52:04","31.546",31546,22-SEP-13,"pic"
893,8,1,10,"20:23:19","29.469",29469,22-SEP-13,"raikkonen"
893,821,1,11,"20:25:19","29.364",29364,22-SEP-13,"gutierrez"
893,818,1,11,"20:25:28","29.736",29736,22-SEP-13,"vergne"
893,819,1,11,"20:25:52","31.841",31841,22-SEP-13,"pic"
893,820,1,11,"20:25:57","30.497",30497,22-SEP-13,"chilton"
893,13,1,12,"20:26:59","29.040",29040,22-SEP-13,"massa"
893,16,1,12,"20:27:25","29.678",29678,22-SEP-13,"sutil"
893,17,1,13,"20:28:48","29.031",29031,22-SEP-13,"webber"
893,18,1,13,"20:28:57","29.284",29284,22-SEP-13,"button"
893,807,1,13,"20:29:01","29.910",29910,22-SEP-13,"hulkenberg"
893,823,1,13,"20:29:27","30.161",30161,22-SEP-13,"garde"
893,822,1,13,"20:29:30","31.792",31792,22-SEP-13,"bottas"
893,815,1,14,"20:30:57","28.709",28709,22-SEP-13,"perez"
893,3,1,15,"20:32:27","29.212",29212,22-SEP-13,"rosberg"
893,154,1,15,"20:32:38","29.702",29702,22-SEP-13,"grosjean"
893,1,1,15,"20:32:41","29.032",29032,22-SEP-13,"hamilton"
893,813,1,16,"20:35:13","29.966",29966,22-SEP-13,"maldonado"
893,20,1,17,"20:36:08","28.787",28787,22-SEP-13,"vettel"
893,814,1,20,"20:42:28","29.667",29667,22-SEP-13,"resta"
893,824,3,23,"20:50:22","29.823",29823,22-SEP-13,"jules_bianchi"
893,822,2,24,"20:50:54","30.790",30790,22-SEP-13,"bottas"
893,820,2,24,"20:51:40","31.173",31173,22-SEP-13,"chilton"
894,16,1,3,"15:09:31","29.829",29829,06-OCT-13,"sutil"
894,18,1,4,"15:11:11","26.948",26948,06-OCT-13,"button"
894,13,1,6,"15:14:57","22.474",22474,06-OCT-13,"massa"
894,814,1,7,"15:16:40","23.814",23814,06-OCT-13,"resta"
894,821,1,7,"15:16:43","23.096",23096,06-OCT-13,"gutierrez"
894,822,1,8,"15:18:36","23.912",23912,06-OCT-13,"bottas"
894,1,1,9,"15:19:55","22.270",22270,06-OCT-13,"hamilton"
894,4,1,9,"15:20:07","22.208",22208,06-OCT-13,"alonso"
894,819,1,9,"15:20:36","24.320",24320,06-OCT-13,"pic"
894,3,1,10,"15:21:47","23.412",23412,06-OCT-13,"rosberg"
894,807,1,10,"15:21:50","23.654",23654,06-OCT-13,"hulkenberg"
894,815,1,10,"15:22:03","22.901",22901,06-OCT-13,"perez"
894,823,1,10,"15:22:24","17.513",17513,06-OCT-13,"garde"
894,20,1,11,"15:23:22","22.662",22662,06-OCT-13,"vettel"
894,8,1,11,"15:23:39","22.924",22924,06-OCT-13,"raikkonen"
894,823,2,11,"15:24:34","23.987",23987,06-OCT-13,"garde"
894,17,1,12,"15:25:27","22.587",22587,06-OCT-13,"webber"
894,818,1,12,"15:25:54","24.477",24477,06-OCT-13,"vergne"
894,817,1,18,"15:36:21","23.892",23892,06-OCT-13,"ricciardo"
894,18,2,22,"15:43:41","25.946",25946,06-OCT-13,"button"
894,813,2,23,"15:45:35","23.642",23642,06-OCT-13,"maldonado"
894,814,2,23,"15:45:42","23.854",23854,06-OCT-13,"resta"
894,818,2,24,"15:47:44","23.845",23845,06-OCT-13,"vergne"
894,807,2,26,"15:50:32","24.112",24112,06-OCT-13,"hulkenberg"
894,3,2,28,"15:53:56","42.432",42432,06-OCT-13,"rosberg"
894,4,2,28,"15:54:07","22.807",22807,06-OCT-13,"alonso"
894,16,2,28,"15:54:36","23.155",23155,06-OCT-13,"sutil"
894,822,2,28,"15:54:54","24.240",24240,06-OCT-13,"bottas"
894,13,2,29,"15:56:20","22.401",22401,06-OCT-13,"massa"
894,20,2,31,"15:58:48","22.935",22935,06-OCT-13,"vettel"
894,819,2,30,"15:58:50","24.366",24366,06-OCT-13,"pic"
894,154,2,31,"15:58:56","22.767",22767,06-OCT-13,"grosjean"
894,820,2,30,"15:59:21","26.299",26299,06-OCT-13,"chilton"
894,817,2,31,"16:00:11","23.194",23194,06-OCT-13,"ricciardo"
894,17,3,31,"16:00:12","23.490",23490,06-OCT-13,"webber"
894,815,2,31,"16:00:22","38.893",38893,06-OCT-13,"perez"
894,818,3,38,"16:16:31","24.016",24016,06-OCT-13,"vergne"
894,16,3,38,"16:16:46","1:11.445",71445,06-OCT-13,"sutil"
895,1,1,1,"15:06:11","25.297",25297,13-OCT-13,"hamilton"
895,818,1,7,"15:15:39","25.816",25816,13-OCT-13,"vergne"
895,18,1,8,"15:17:14","23.462",23462,13-OCT-13,"button"
895,16,1,8,"15:17:19","23.803",23803,13-OCT-13,"sutil"
895,821,1,9,"15:18:50","23.887",23887,13-OCT-13,"gutierrez"
895,807,1,10,"15:20:27","23.383",23383,13-OCT-13,"hulkenberg"
895,17,1,11,"15:21:54","23.617",23617,13-OCT-13,"webber"
895,13,1,11,"15:22:06","22.946",22946,13-OCT-13,"massa"
895,8,1,11,"15:22:11","23.313",23313,13-OCT-13,"raikkonen"
895,3,1,12,"15:23:43","22.812",22812,13-OCT-13,"rosberg"
895,815,1,12,"15:23:48","26.423",26423,13-OCT-13,"perez"
895,4,1,13,"15:25:26","22.645",22645,13-OCT-13,"alonso"
895,3,2,16,"15:30:40","17.806",17806,13-OCT-13,"rosberg"
895,819,2,17,"15:33:03","24.380",24380,13-OCT-13,"pic"
895,818,2,21,"15:39:24","24.087",24087,13-OCT-13,"vergne"
895,3,3,24,"15:44:05","22.771",22771,13-OCT-13,"rosberg"
895,17,2,25,"15:45:06","22.774",22774,13-OCT-13,"webber"
895,814,2,26,"15:47:38","23.858",23858,13-OCT-13,"resta"
895,16,2,27,"15:49:23","23.484",23484,13-OCT-13,"sutil"
895,13,2,28,"15:50:36","22.871",22871,13-OCT-13,"massa"
895,154,2,29,"15:51:38","23.086",23086,13-OCT-13,"grosjean"
895,820,2,29,"15:53:22","24.373",24373,13-OCT-13,"chilton"
895,4,2,30,"15:53:46","22.839",22839,13-OCT-13,"alonso"
895,821,2,30,"15:54:04","23.184",23184,13-OCT-13,"gutierrez"
895,817,2,32,"15:57:31","17.801",17801,13-OCT-13,"ricciardo"
895,13,3,34,"16:00:41","17.822",17822,13-OCT-13,"massa"
895,819,3,35,"16:03:32","24.381",24381,13-OCT-13,"pic"
895,818,3,38,"16:07:30","24.876",24876,13-OCT-13,"vergne"
895,3,4,39,"16:08:49","22.551",22551,13-OCT-13,"rosberg"
895,18,3,40,"16:10:36","23.105",23105,13-OCT-13,"button"
895,817,3,44,"16:17:21","24.178",24178,13-OCT-13,"ricciardo"
896,814,1,1,"15:05:12","23.662",23662,27-OCT-13,"resta"
896,818,1,1,"15:05:14","24.232",24232,27-OCT-13,"vergne"
896,20,1,2,"15:06:36","24.000",24000,27-OCT-13,"vettel"
896,4,1,2,"15:06:48","29.800",29800,27-OCT-13,"alonso"
896,824,1,5,"15:11:40","33.937",33937,27-OCT-13,"jules_bianchi"
896,3,1,7,"15:14:25","23.685",23685,27-OCT-13,"rosberg"
896,8,1,7,"15:14:33","26.989",26989,27-OCT-13,"raikkonen"
896,13,1,8,"15:15:56","23.579",23579,27-OCT-13,"massa"
896,18,2,12,"15:22:48","23.774",23774,27-OCT-13,"button"
896,154,1,13,"15:23:59","23.648",23648,27-OCT-13,"grosjean"
896,821,1,16,"15:28:39","18.423",18423,27-OCT-13,"gutierrez"
896,821,2,26,"15:44:22","25.660",25660,27-OCT-13,"gutierrez"
896,3,2,27,"15:45:31","23.895",23895,27-OCT-13,"rosberg"
896,17,1,28,"15:46:25","23.487",23487,27-OCT-13,"webber"
896,815,1,28,"15:46:43","23.541",23541,27-OCT-13,"perez"
896,820,1,29,"15:49:37","24.757",24757,27-OCT-13,"chilton"
896,13,2,30,"15:50:06","23.332",23332,27-OCT-13,"massa"
896,814,2,30,"15:50:21","24.024",24024,27-OCT-13,"resta"
896,4,2,30,"15:50:22","23.595",23595,27-OCT-13,"alonso"
896,20,2,31,"15:51:05","23.568",23568,27-OCT-13,"vettel"
896,822,1,31,"15:51:52","27.619",27619,27-OCT-13,"bottas"
896,17,2,32,"15:52:46","23.459",23459,27-OCT-13,"webber"
896,18,3,32,"15:53:44","24.754",24754,27-OCT-13,"button"
896,815,2,33,"15:54:42","24.910",24910,27-OCT-13,"perez"
896,807,2,33,"15:54:45","24.834",24834,27-OCT-13,"hulkenberg"
896,824,2,33,"15:56:05","25.383",25383,27-OCT-13,"jules_bianchi"
896,4,3,36,"15:59:44","24.066",24066,27-OCT-13,"alonso"
896,813,2,38,"16:02:44","26.312",26312,27-OCT-13,"maldonado"
896,16,1,41,"16:07:01","23.891",23891,27-OCT-13,"sutil"
896,821,3,47,"16:16:34","24.415",24415,27-OCT-13,"gutierrez"
896,822,2,49,"16:19:37","25.909",25909,27-OCT-13,"bottas"
896,820,2,52,"16:25:27","24.445",24445,27-OCT-13,"chilton"
896,8,2,58,"16:32:33","24.141",24141,27-OCT-13,"raikkonen"
897,18,1,2,"17:07:35","27.176",27176,03-NOV-13,"button"
897,813,1,5,"17:12:55","22.886",22886,03-NOV-13,"maldonado"
897,815,1,6,"17:14:42","21.503",21503,03-NOV-13,"perez"
897,820,1,6,"17:15:04","23.490",23490,03-NOV-13,"chilton"
897,1,1,7,"17:16:23","21.372",21372,03-NOV-13,"hamilton"
897,817,1,7,"17:16:41","22.194",22194,03-NOV-13,"ricciardo"
897,823,1,7,"17:16:50","22.834",22834,03-NOV-13,"garde"
897,154,1,8,"17:18:10","21.627",21627,03-NOV-13,"grosjean"
897,819,1,8,"17:18:39","22.498",22498,03-NOV-13,"pic"
897,807,1,9,"17:20:04","22.363",22363,03-NOV-13,"hulkenberg"
897,3,1,10,"17:21:41","21.653",21653,03-NOV-13,"rosberg"
897,18,2,11,"17:24:21","21.516",21516,03-NOV-13,"button"
897,4,1,16,"17:32:49","21.530",21530,03-NOV-13,"alonso"
897,818,1,17,"17:34:46","21.930",21930,03-NOV-13,"vergne"
897,13,1,18,"17:36:23","21.485",21485,03-NOV-13,"massa"
897,821,1,18,"17:36:43","22.685",22685,03-NOV-13,"gutierrez"
897,814,1,20,"17:40:06","22.270",22270,03-NOV-13,"resta"
897,813,2,25,"17:49:29","23.410",23410,03-NOV-13,"maldonado"
897,807,2,27,"17:53:04","22.863",22863,03-NOV-13,"hulkenberg"
897,815,2,27,"17:53:06","21.370",21370,03-NOV-13,"perez"
897,16,1,28,"17:54:54","22.048",22048,03-NOV-13,"sutil"
897,1,2,29,"17:56:37","21.609",21609,03-NOV-13,"hamilton"
897,821,2,30,"17:58:38","22.070",22070,03-NOV-13,"gutierrez"
897,824,2,31,"18:01:41","23.576",23576,03-NOV-13,"jules_bianchi"
897,819,2,32,"18:03:05","24.005",24005,03-NOV-13,"pic"
897,3,2,33,"18:03:19","21.633",21633,03-NOV-13,"rosberg"
897,820,2,32,"18:03:37","22.802",22802,03-NOV-13,"chilton"
897,823,2,33,"18:04:45","22.286",22286,03-NOV-13,"garde"
897,807,3,34,"18:05:56","16.147",16147,03-NOV-13,"hulkenberg"
897,20,2,37,"18:09:50","21.298",21298,03-NOV-13,"vettel"
897,13,2,38,"18:12:40","22.315",22315,03-NOV-13,"massa"
897,4,2,44,"18:23:20","21.453",21453,03-NOV-13,"alonso"
897,822,2,45,"18:25:31","26.680",26680,03-NOV-13,"bottas"
897,818,2,51,"18:36:34","23.608",23608,03-NOV-13,"vergne"
898,821,1,1,"13:05:59","24.859",24859,17-NOV-13,"gutierrez"
898,813,1,8,"13:21:04","32.794",32794,17-NOV-13,"maldonado"
898,5,1,17,"13:36:46","25.323",25323,17-NOV-13,"kovalainen"
898,18,1,20,"13:42:04","24.589",24589,17-NOV-13,"button"
898,819,1,20,"13:42:30","27.568",27568,17-NOV-13,"pic"
898,13,1,21,"13:43:48","23.936",23936,17-NOV-13,"massa"
898,823,1,21,"13:44:15","25.268",25268,17-NOV-13,"garde"
898,815,1,22,"13:45:19","23.808",23808,17-NOV-13,"perez"
898,814,1,22,"13:45:29","24.444",24444,17-NOV-13,"resta"
898,3,1,22,"13:45:30","23.806",23806,17-NOV-13,"rosberg"
898,817,1,22,"13:45:31","24.226",24226,17-NOV-13,"ricciardo"
898,1,1,25,"13:50:25","23.904",23904,17-NOV-13,"hamilton"
898,4,1,26,"13:52:15","23.817",23817,17-NOV-13,"alonso"
898,20,1,27,"13:53:30","24.086",24086,17-NOV-13,"vettel"
898,820,2,26,"13:53:36","24.293",24293,17-NOV-13,"chilton"
898,818,1,27,"13:54:22","24.381",24381,17-NOV-13,"vergne"
898,17,1,28,"13:55:26","23.537",23537,17-NOV-13,"webber"
898,154,1,29,"13:57:05","23.876",23876,17-NOV-13,"grosjean"
898,5,2,31,"14:01:31","36.333",36333,17-NOV-13,"kovalainen"
898,821,2,36,"14:10:01","25.027",25027,17-NOV-13,"gutierrez"
898,814,2,49,"14:32:33","24.914",24914,17-NOV-13,"resta"
898,819,2,50,"14:35:29","18.692",18692,17-NOV-13,"pic"
899,818,1,10,"14:16:58","23.455",23455,24-NOV-13,"vergne"
899,817,1,14,"14:22:11","22.721",22721,24-NOV-13,"ricciardo"
899,822,1,17,"14:26:13","24.166",24166,24-NOV-13,"bottas"
899,16,1,17,"14:26:14","23.161",23161,24-NOV-13,"sutil"
899,13,1,19,"14:28:38","22.342",22342,24-NOV-13,"massa"
899,815,1,19,"14:28:47","22.591",22591,24-NOV-13,"perez"
899,18,1,20,"14:30:03","22.746",22746,24-NOV-13,"button"
899,814,1,20,"14:30:15","23.237",23237,24-NOV-13,"resta"
899,4,1,21,"14:31:09","22.755",22755,24-NOV-13,"alonso"
899,824,1,21,"14:32:02","24.657",24657,24-NOV-13,"jules_bianchi"
899,821,1,22,"14:33:00","23.857",23857,24-NOV-13,"gutierrez"
899,17,1,23,"14:33:42","25.012",25012,24-NOV-13,"webber"
899,823,1,24,"14:36:01","23.732",23732,24-NOV-13,"garde"
899,819,1,25,"14:37:24","24.099",24099,24-NOV-13,"pic"
899,820,1,26,"14:38:59","25.060",25060,24-NOV-13,"chilton"
899,818,2,28,"14:41:19","24.183",24183,24-NOV-13,"vergne"
899,5,2,34,"14:49:00","22.646",22646,24-NOV-13,"kovalainen"
899,16,2,37,"14:52:49","24.001",24001,24-NOV-13,"sutil"
899,18,2,43,"15:00:19","23.788",23788,24-NOV-13,"button"
899,13,3,43,"15:00:27","22.655",22655,24-NOV-13,"massa"
899,813,2,43,"15:00:59","26.734",26734,24-NOV-13,"maldonado"
899,3,2,44,"15:01:40","22.753",22753,24-NOV-13,"rosberg"
899,20,2,47,"15:04:55","32.899",32899,24-NOV-13,"vettel"
899,17,2,47,"15:05:08","26.718",26718,24-NOV-13,"webber"
899,4,2,47,"15:05:13","22.732",22732,24-NOV-13,"alonso"
899,1,2,47,"15:05:43","24.423",24423,24-NOV-13,"hamilton"
899,814,2,47,"15:06:01","23.330",23330,24-NOV-13,"resta"
899,824,2,47,"15:07:06","23.403",23403,24-NOV-13,"jules_bianchi"
899,820,2,48,"15:08:47","23.449",23449,24-NOV-13,"chilton"
899,1,3,52,"15:12:31","17.385",17385,24-NOV-13,"hamilton"
899,823,3,52,"15:13:57","17.339",17339,24-NOV-13,"garde"
900,154,1,1,"17:09:56","17.255",17255,16-MAR-14,"grosjean"
900,821,1,1,"17:10:12","32.657",32657,16-MAR-14,"gutierrez"
900,18,1,11,"17:26:02","22.411",22411,16-MAR-14,"button"
900,815,2,11,"17:27:03","22.497",22497,16-MAR-14,"perez"
900,3,1,12,"17:27:27","24.331",24331,16-MAR-14,"rosberg"
900,807,1,12,"17:27:51","22.615",22615,16-MAR-14,"hulkenberg"
900,4,1,12,"17:27:55","22.887",22887,16-MAR-14,"alonso"
900,8,1,12,"17:28:02","25.543",25543,16-MAR-14,"raikkonen"
900,826,1,12,"17:28:03","30.514",30514,16-MAR-14,"kvyat"
900,820,1,24,"17:49:56","24.209",24209,16-MAR-14,"chilton"
900,824,1,20,"17:54:48","23.821",23821,16-MAR-14,"jules_bianchi"
900,813,1,29,"17:57:57","22.847",22847,16-MAR-14,"maldonado"
900,821,2,30,"17:59:29","23.797",23797,16-MAR-14,"gutierrez"
900,807,2,33,"18:03:36","22.933",22933,16-MAR-14,"hulkenberg"
900,818,2,33,"18:03:39","22.978",22978,16-MAR-14,"vergne"
900,4,2,35,"18:06:45","21.978",21978,16-MAR-14,"alonso"
900,817,2,36,"18:08:06","22.427",22427,16-MAR-14,"ricciardo"
900,825,2,37,"18:09:47","22.273",22273,16-MAR-14,"kevin_magnussen"
900,3,2,38,"18:10:59","23.673",23673,16-MAR-14,"rosberg"
900,822,1,10,"17:24:46","34.921",34921,16-MAR-14,"bottas"
900,16,1,35,"18:07:21","24.305",24305,16-MAR-14,"sutil"
900,822,2,36,"18:08:28","23.117",23117,16-MAR-14,"bottas"
901,818,1,2,"16:07:55","45.629",45629,30-MAR-14,"vergne"
901,8,1,2,"16:08:22","26.399",26399,30-MAR-14,"raikkonen"
901,826,1,10,"16:22:31","25.109",25109,30-MAR-14,"kvyat"
901,821,1,10,"16:22:33","29.420",29420,30-MAR-14,"gutierrez"
901,4,1,11,"16:24:00","24.466",24466,30-MAR-14,"alonso"
901,16,1,11,"16:24:25","25.998",25998,30-MAR-14,"sutil"
901,828,1,11,"16:24:33","30.040",30040,30-MAR-14,"ericsson"
901,817,1,12,"16:25:46","24.709",24709,30-MAR-14,"ricciardo"
901,13,1,12,"16:26:05","24.637",24637,30-MAR-14,"massa"
901,20,1,13,"16:27:33","24.432",24432,30-MAR-14,"vettel"
901,18,1,13,"16:27:49","24.841",24841,30-MAR-14,"button"
901,3,1,14,"16:29:15","24.723",24723,30-MAR-14,"rosberg"
901,822,1,14,"16:29:48","25.020",25020,30-MAR-14,"bottas"
901,1,1,15,"16:30:55","24.604",24604,30-MAR-14,"hamilton"
901,807,1,16,"16:33:07","25.336",25336,30-MAR-14,"hulkenberg"
901,818,2,17,"16:36:11","26.598",26598,30-MAR-14,"vergne"
901,8,2,18,"16:37:53","24.417",24417,30-MAR-14,"raikkonen"
901,826,2,22,"16:44:37","27.473",27473,30-MAR-14,"kvyat"
901,825,2,24,"16:48:18","30.661",30661,30-MAR-14,"kevin_magnussen"
